AE.01.101	Abu Dhabi Municipality
VE.14.1421	Municipio Tovar
VE.13.1308	Municipio Torres
VE.08.0909	Municipio Tinaco
VE.19.1914	Municipio Sucre
VE.22.2212	Municipio Sucre
VE.04.0513	Municipio Sucre
VE.18.1813	Municipio Sucre
VE.23.2320	Municipio Sucre
VE.14.1420	Municipio Sucre
VE.20.2026	Municipio Sucre
VE.06.0710	Municipio Sucre
VE.16.1612	Municipio Sotillo
VE.05.0611	Municipio Sosa
VE.02.0319	Municipio Simón Rodríguez
VE.11.1120	Municipio Silva
VE.04.0510	Municipio San Sebastián
VE.03.0407	Municipio San Fernando
VE.22.2211	Municipio San Felipe
VE.20.2023	Municipio San Cristóbal
VE.04.0509	Municipio San Casimiro
VE.08.0908	Municipio San Carlos
VE.06.0708	Municipio Roscio
VE.03.0406	Municipio Rómulo Gallegos
VE.05.0610	Municipio Rojas
VE.14.1418	Municipio Rivas Dávila
VE.01.0207	Municipio Autónomo Río Negro
VE.08.0906	Municipio Ricaurte
VE.19.1913	Municipio Ribero
VE.14.1417	Municipio Rangel
VE.07.0811	Municipio Puerto Cabello
VE.15.1517	Municipio Plaza
VE.16.1609	Municipio Piar
VE.06.0706	Municipio Piar
VE.11.1117	Municipio Petit
VE.17.1709	Municipio Península de Macanao
VE.20.2020	Municipio Pedro María Ureña
VE.03.0405	Municipio Pedro Camejo
VE.05.0609	Municipio Pedraza
VE.15.1515	Municipio Paz Castillo
VE.20.2019	Municipio Panamericano
VE.13.1306	Municipio Palavecino
VE.23.2315	Municipio Guajira
VE.15.1514	Municipio Páez
VE.18.1808	Municipio Páez
VE.03.0404	Municipio Páez
VE.18.1807	Municipio Ospino
VE.05.0608	Municipio Obispos
VE.22.2209	Municipio Nirgua
VE.03.0403	Municipio Muñoz
VE.13.1305	Municipio Morán
VE.19.1912	Municipio Montes
VE.07.0809	Municipio Montalbán
VE.11.1114	Municipio Miranda
VE.23.2314	Municipio Miranda
VE.14.1413	Municipio Miranda
VE.20.2018	Municipio Michelena
VE.19.1911	Municipio Mejía
VE.11.1113	Municipio Mauroa
VE.16.1608	Municipio Maturín
VE.17.1708	Municipio Mariño
VE.19.1910	Municipio Mariño
VE.23.2313	Municipio Maracaibo
VE.23.2312	Municipio Mara
VE.17.1706	Municipio Maneiro
VE.20.2017	Municipio Lobatera
VE.19.1909	Municipio Libertador
VE.14.1412	Municipio Libertador
VE.20.2016	Municipio Libertador
VE.02.0311	Municipio Libertad
VE.15.1512	Municipio Lander
VE.14.1411	Municipio Justo Briceño
VE.20.2014	Municipio Junín
VE.13.1304	Municipio Jiménez
VE.20.2012	Municipio Jáuregui
VE.13.1303	Municipio Iribarren
VE.15.1511	Municipio Independencia
VE.02.0307	Municipio Independencia
VE.06.0705	Municipio Heres
VE.18.1805	Municipio Guanarito
VE.18.1804	Municipio Guanare
VE.15.1510	Municipio Guaicaipuro
VE.07.0804	Municipio Guacara
VE.17.1705	Municipio Gómez
VE.04.0503	Municipio Girardot
VE.08.0903	Municipio Girardot
VE.20.2009	Municipio García de Hevia
VE.11.1110	Municipio Federación
VE.08.0902	Municipio Tinaquillo
VE.11.1109	Municipio Falcón
VE.05.0607	Municipio Ezequiel Zamora
VE.18.1803	Municipio Esteller
VE.21.2106	Municipio Escuque
VE.17.1703	Municipio Díaz
VE.11.1108	Municipio Democracia
VE.15.1508	Municipio Cristóbal Rojas
VE.13.1302	Municipio Crespo
VE.20.2006	Municipio Córdoba
VE.23.2305	Municipio Colón
VE.11.1106	Municipio Colina
VE.16.1605	Municipio Cedeño
VE.06.0702	Municipio Cedeño
VE.06.0701	Municipio Caroní
VE.07.0802	Municipio Carlos Arvelo
VE.11.1105	Municipio Carirubana
VE.16.1604	Municipio Caripe
VE.20.2005	Municipio Cárdenas
VE.21.2105	Municipio Carache
VE.14.1406	Municipio Campo Elías
VE.11.1103	Municipio Buchivacoa
VE.22.2203	Municipio Bruzual
VE.15.1504	Municipio Brión
VE.11.1102	Municipio Bolívar
VE.22.2202	Municipio Bolívar
VE.16.1603	Municipio Bolívar
VE.05.0605	Municipio Bolívar
VE.20.2004	Municipio Bolívar
VE.21.2102	Municipio Boconó
VE.19.1905	Municipio Bermúdez
VE.19.1904	Municipio Benítez
VE.07.0801	Municipio Bejuma
VE.05.0604	Municipio Barinas
VE.23.2302	Municipio Baralt
VE.20.2003	Municipio Ayacucho
VE.01.0203	Municipio Autónomo Atures
VE.01.0202	Municipio Autónomo Atabapo
VE.14.1405	Municipio Arzobispo Chacón
VE.17.1702	Municipio Arismendi
VE.19.1903	Municipio Arismendi
VE.05.0603	Municipio Arismendi
VE.18.1802	Municipio Araure
VE.02.0302	Municipio Aragua
VE.08.0901	Municipio Anzoátegui
VE.09.1001	Municipio Antonio Díaz
VE.19.1901	Municipio Andrés Eloy Blanco
VE.14.1402	Municipio Andrés Bello
VE.02.0301	Municipio Anaco
VE.14.1401	Municipio Alberto Adriani
VE.11.1101	Municipio Acosta
VE.16.1601	Municipio Acosta
VE.03.0401	Municipio Achaguas
VE.15.1501	Municipio Acevedo
VE.01.0201	Municipio Autónomo Alto Orinoco
VE.01.0204	Municipio Autónomo Autana
VE.01.0206	Municipio Autónomo Manapiare
VE.01.0205	Municipio Autónomo Maroa
VE.04.0512	Municipio Santos Michelena
VE.05.0612	Municipio Andrés Eloy Blanco
VE.06.0704	Municipio Gran Sabana
VE.07.0813	Municipio San Joaquín
VE.11.1122	Municipio Tocópero
VE.11.1118	Municipio Píritu
VE.19.1906	Municipio Bolívar
VE.17.1704	Municipio García
VE.18.1812	Municipio Santa Rosalía
VE.18.1806	Municipio Monseñor José Vicente de Unda
VE.05.0602	Municipio Antonio José de Sucre
VE.12.1214	Municipio Santa María de Ipire
VE.14.1415	Municipio Padre Noguera
VE.20.2025	Municipio Simón Rodríguez
VE.18.1809	Municipio Papelón
VE.21.2113	Municipio Pampán
VE.02.0303	Municipio Fernando de Peñalver
VE.02.0314	Municipio Píritu
VE.02.0305	Municipio Francisco de Miranda
VE.21.2112	Municipio Motatán
VE.12.1201	Municipio Camaguán
VE.12.1213	Municipio San José de Guaribe
VE.02.0321	Municipio Turistico Diego Bautista Urbaneja
VE.07.0805	Municipio Juan José Mora
VE.21.2108	Municipio Juan Vicente Campo Elías
VE.20.2008	Municipio Francisco de Miranda
VE.15.1519	Municipio Sucre
VE.04.0506	Municipio José Rafael Revenga
VE.11.1107	Municipio Dabajuro
VE.15.1507	Municipio Chacao
VE.12.1205	Municipio Leonardo Infante
VE.02.0304	Municipio Francisco del Carmen Carvajal
VE.11.1124	Municipio Urumaco
VE.14.1419	Municipio Santos Marquina
VE.13.1307	Municipio Simón Planas
VE.18.1811	Municipio San Rafael de Onoto
VE.12.1212	Municipio Juan Germán Roscio
VE.15.1518	Municipio Simón Bolívar
VE.02.0308	Municipio Juan Antonio Sotillo
VE.15.1505	Municipio Buroz
VE.11.1121	Municipio Sucre
VE.08.0905	Municipio Pao de San Juan Bautista
VE.12.1202	Municipio Chaguaramas
VE.19.1908	Municipio Cruz Salmerón Acosta
VE.18.1801	Municipio Agua Blanca
VE.21.2110	Municipio Miranda
VE.21.2117	Municipio Sucre
VE.23.2319	Municipio Simón Bolívar
VE.23.2309	Municipio La Cañada de Urdaneta
VE.23.2311	Municipio Machiques de Perijá
VE.23.2303	Municipio Cabimas
VE.12.1209	Municipio José Tadeo Monagas
VE.15.1509	Municipio El Hatillo
VE.04.0505	Municipio José Félix Ribas
VE.22.2210	Municipio Peña
VE.15.1513	Municipio Los Salias
VE.04.0511	Municipio Santiago Mariño
VE.04.0501	Municipio Bolívar
VE.16.1606	Municipio Ezequiel Zamora
VE.12.1210	Municipio Ortiz
VE.23.2310	Municipio Lagunillas
VE.02.0316	Municipio San Juan de Capistrano
VE.03.0402	Municipio Biruaca
VE.16.1602	Municipio Aguasay
VE.02.0310	Municipio José Gregorio Monagas
VE.06.0703	Municipio El Callao
VE.14.1423	Municipio Zea
VE.11.1111	Municipio Jacura
VE.23.2304	Municipio Catatumbo
VE.06.0709	Municipio Sifontes
VE.22.2208	Municipio Manuel Monge
VE.11.1104	Municipio Cacique Manaure
VE.19.1907	Municipio Cajigal
VE.16.1613	Municipio Uracoa
VE.20.2024	Municipio Seboruco
VE.21.2101	Municipio Andrés Bello
VE.14.1414	Municipio Obispo Ramos de Lora
VE.04.0504	Municipio José Angel Lamas
VE.22.2201	Municipio Arístides Bastidas
VE.13.1301	Municipio Andrés Eloy Blanco
VE.05.0601	Municipio Alberto Arvelo Torrealba
VE.22.2206	Municipio José Antonio Páez
VE.14.1416	Municipio Pueblo Llano
VE.09.1003	Municipio Pedernales
VE.20.2010	Municipio Guásimos
VE.02.0309	Municipio Juan Manuel Cajigal
VE.04.0518	Municipio Ocumare de La Costa de Oro
VE.14.1422	Municipio Tulio Febres Cordero
VE.04.0507	Municipio Libertador
VE.11.1119	Municipio San Francisco
VE.21.2111	Municipio Monte Carmelo
VE.07.0808	Municipio Miranda
VE.07.0803	Municipio Diego Ibarra
VE.08.0907	Municipio Rómulo Gallegos
VE.14.1409	Municipio Guaraque
VE.22.2214	Municipio Veroes
VE.12.1207	Municipio Julián Mellado
VE.06.0707	Bolivariano Angostura
VE.22.2204	Municipio Cocorote
VE.02.0312	Municipio Manuel Ezequiel Bruzual
VE.11.1115	Municipio Monseñor Iturriza
VE.04.0502	Municipio Camatagua
VE.22.2207	Municipio La Trinidad
VE.18.1810	Municipio San Genaro de Boconoito
VE.21.2115	Municipio Rafael Rangel
VE.05.0606	Municipio Cruz Paredes
VE.14.1404	Municipio Aricagua
VE.25.0101	Municipio Libertador
VE.20.2021	Municipio Rafael Urdaneta
VE.20.2022	Municipio Samuel Darío Maldonado
VE.14.1410	Municipio Julio César Salas
VE.11.1123	Municipio Unión
VE.12.1215	Municipio Pedro Zaraza
VE.02.0306	Municipio Guanta
VE.20.2029	Municipio San Judas Tadeo
VE.21.2109	Municipio La Ceiba
VE.23.2308	Municipio Jesús María Semprún
VE.02.0313	Municipio Pedro María Freites
VE.08.0904	Municipio Lima Blanco
VE.26.2401	Municipio Vargas
VE.12.1208	Municipio Francisco de Miranda
VE.02.0315	Municipio San José de Guanipa
VE.02.0317	Municipio Santa Ana
VE.02.0318	Municipio Simón Bolívar
VE.02.0320	Municipio Sir Arthur Mc Gregor
VE.04.0508	Municipio Mario Briceño Iragorry
VE.04.0517	Municipio Francisco Linares Alcántara
VE.06.0711	Municipio Padre Pedro Chien
VE.07.0806	Municipio Libertador
VE.07.0807	Municipio Los Guayos
VE.07.0810	Municipio Naguanagua
VE.07.0812	Municipio San Diego
VE.09.1002	Municipio Casacoima
VE.11.1112	Municipio Los Taques
VE.11.1116	Municipio Palmasola
VE.12.1203	Municipio El Socorro
VE.12.1204	Municipio San Gerónimo de Guayabal
VE.12.1206	Municipio Las Mercedes
VE.12.1211	Municipio José Félix Ribas
VE.14.1403	Municipio Antonio Pinto Salinas
VE.14.1407	Municipio Caracciolo Parra Olmedo
VE.14.1408	Municipio Cardenal Quintero
VE.15.1502	Municipio Andrés Bello
VE.15.1503	Municipio Baruta
VE.15.1506	Municipio Carrizal
VE.15.1516	Municipio Pedro Gual
VE.16.1607	Municipio Libertador
VE.16.1610	Municipio Punceres
VE.16.1611	Municipio Santa Bárbara
VE.17.1701	Municipio Antolín del Campo
VE.17.1707	Municipio Marcano
VE.19.1902	Municipio Andrés Mata
VE.19.1915	Municipio Valdez
VE.20.2001	Municipio Andrés Bello
VE.20.2002	Municipio Antonio Rómulo Costa
VE.20.2007	Municipio Fernández Feo
VE.20.2011	Municipio Independencia
VE.20.2015	Municipio Libertad
VE.20.2013	Municipio José María Vargas
VE.20.2027	Municipio Torbes
VE.21.2103	Municipio Bolívar
VE.21.2104	Municipio Candelaria
VE.21.2107	Municipio José Felipe Márquez Cañizales
VE.21.2114	Municipio Pampanito
VE.21.2116	Municipio San Rafael de Carvajal
VE.22.2205	Municipio Independencia
VE.23.2301	Municipio Almirante Padilla
VE.23.2306	Municipio Francisco Javier Pulgar
VE.23.2307	Municipio Jesús Enrique Lossada
VE.23.2316	Municipio Rosario de Perijá
VE.23.2317	Municipio San Francisco
VE.23.2318	Municipio Santa Rita
VE.23.2321	Municipio Valmore Rodríguez
VI.010.20800	Christiansted
VI.010.73900	Southcentral
VI.020.28900	Cruz Bay
VI.030.17200	Charlotte Amalie
VI.030.78400	Tutu
VN.79.726	Tân Uyên
VN.82.1577922	Xã Lai Vung
VN.86.837	Huyện Thạnh Phú
VN.86.833	Huyện Mỏ Cày Nam
VN.86.832	Huyện Chợ Lách
VN.86.831	Huyện Châu Thành
VN.86.834	Huyện Giồng Trôm
VN.86.835	Huyện Bình Đại
VN.86.836	Huyện Ba Tri
VN.86.829	Thành Phố Bến Tre
VN.82.815	Thành Phố Mỹ Tho
VN.82.816	Thị Xã Gò Công
VN.82.824	Huyện Gò Công Đông
VN.82.823	Huyện Gò Công Tây
VN.82.822	Huyện Chợ Gạo
VN.82.821	Huyện Châu Thành
VN.82.818	Huyện Tân Phước
VN.80.703	Thành Phố Tây Ninh
VN.80.709	Huyện Hòa Thành
VN.80.708	Huyện Châu Thành
VN.80.711	Huyện Bến Cầu
VN.80.710	Huyện Gò Dầu
VN.80.712	Huyện Trảng Bàng
VN.80.707	Huyện Dương Minh Châu
VN.80.706	Huyện Tân Châu
VN.80.705	Huyện Tân Biên
VN.79.760	Quận Một
VN.79.769	Quận Hai
VN.79.770	Quận Ba
VN.79.773	Quận Bốn
VN.79.774	Quận Năm
VN.79.775	Quận Sáu
VN.79.778	Quận Bảy
VN.79.763	Quận Chín
VN.79.771	Quận Mười
VN.79.772	Quận Mười Một
VN.79.768	Phu Nhuan
VN.79.766	Quận Tân Bình
VN.79.765	Quận Bình Thạnh
VN.79.764	Quận Gò Vấp
VN.79.762	Quận Thủ Đức
VN.79.784	Huyện Hóc Môn
VN.79.783	Huyện Củ Chi
VN.79.785	Huyện Bình Chánh
VN.79.786	Huyện Nhà Bè
VN.79.787	Huyện Cần Giờ
VN.79.747	Thành Phố Vũng Tàu
VN.79.748	Thành Phố Bà Rịa
VN.79.754	Thị Xã Phú Mỹ
VN.79.750	Huyện Châu Đức
VN.79.753	Huyện Đất Đỏ
VN.79.751	Huyện Xuyên Mộc
VN.79.755	Huyện Côn Đảo
VN.86.855	Thành phố Vĩnh Long
VN.86.857	Huyện Long Hồ
VN.86.858	Huyện Mang Thít
VN.86.860	Huyện Tam Bình
VN.86.861	Thị Xã Bình Minh
VN.86.859	Huyện Vũng Liêm
VN.86.862	Huyện Trà Ôn
VN.86.842	Thành Phố Trà Vinh
VN.86.847	Huyện Châu Thành
VN.86.845	Huyện Cầu Kè
VN.86.846	Huyện Tiểu Cần
VN.86.849	Huyện Trà Cú
VN.86.850	Huyện Duyên Hải
VN.92.941	Thành Phố Sóc Trăng
VN.92.946	Huyện Long Phú
VN.92.943	Huyện Kế Sách
VN.92.944	Huyện Mỹ Tú
VN.92.947	Huyện Mỹ Xuyên
VN.92.949	Huyện Thạnh Trị
VN.92.950	Thị Xã Vĩnh Châu
VN.92.916	Quận Ninh Kiều
VN.92.933	Huyện Châu Thành
VN.92.917	Quận Ô Môn
VN.92.923	Quận Thốt Nốt
VN.92.934	Huyện Phụng Hiệp
VN.92.935	Vị Thủy District
VN.92.936	Huyện Long Mỹ
VN.82.866	Thành Phố Cao Lãnh
VN.82.867	Sa Dec city
VN.82.877	Huyện Châu Thành
VN.82.875	Huyện Lấp Vò
VN.82.873	Huyện Cao Lãnh
VN.82.874	Huyện Thanh Bình
VN.82.871	Huyện Tam Nông
VN.82.869	Huyện Tân Hồng
VN.91.899	Thành Phố Rạch Giá
VN.91.905	Huyện Châu Thành
VN.91.906	Huyện Giồng Riềng
VN.91.904	Huyện Tân Hiệp
VN.91.907	Huyện Gò Quao
VN.91.908	Huyện An Biên
VN.91.909	Huyện An Minh
VN.91.910	Huyện Vĩnh Thuận
VN.91.903	Huyện Hòn Đất
VN.91.900	Thành Phố Hà Tiên
VN.91.912	Huyện Kiên Hải
VN.91.911	Thành Phố Phú Quốc
VN.56.582	Thành Phố Phan Rang-Tháp Chàm
VN.56.586	Huyện Ninh Hải
VN.56.587	Huyện Ninh Phước
VN.56.585	Huyện Ninh Sơn
VN.52.622	Thành Phố Pleiku
VN.52.627	Huyện Chư Păh
VN.52.628	Huyện Ia Grai
VN.52.631	Huyện Đức Cơ
VN.52.632	Huyện Chư Prông
VN.52.633	Huyện Chư Sê
VN.52.637	Huyện Krông Pa
VN.52.624	Thị Xã A Yun Pa
VN.52.630	Huyện Kông Chro
VN.52.623	Thị Xã An Khê
VN.52.629	Huyện Mang Yang
VN.52.625	Huyện KBang
VN.66.643	Thành Phố Buôn Ma Thuột
VN.68.664	Huyện Krông Nô
VN.66.646	Huyện Ea Súp
VN.80.794	Thành Phố Tân An
VN.80.808	Huyện Châu Thành
VN.80.805	Huyện Tân Trụ
VN.80.806	Huyện Cần Đước
VN.80.807	Huyện Cần Giuộc
VN.80.804	Huyện Thủ Thừa
VN.80.800	Huyện Thạnh Hóa
VN.80.801	Huyện Đức Huệ
VN.80.802	Huyện Đức Hòa
VN.80.799	Huyện Tân Thạnh
VN.80.796	Huyện Tân Hưng
VN.80.797	Huyện Vĩnh Hưng
VN.15.080	Thành Phố Lào Cai
VN.15.086	Huyện Bảo Thắng
VN.15.088	Huyện Sa Pa
VN.15.082	Huyện Bát Xát
VN.15.083	Huyện Mường Khương
VN.15.085	Huyện Bắc Hà
VN.15.087	Huyện Bảo Yên
VN.15.089	Huyện Văn Bàn
VN.12.110	Huyện Than Uyên
VN.25.148	Thành Phố Hòa Bình
VN.25.151	Huyện Kỳ Sơn
VN.25.150	Huyện Đà Bắc
VN.25.155	Huyện Tân Lạc
VN.25.152	Huyện Lương Sơn
VN.25.153	Huyện Kim Bôi
VN.25.157	Huyện Lạc Sơn
VN.25.159	Huyện Lạc Thủy
VN.25.158	Huyện Yên Thủy
VN.08.024	Thành Phố Hà Giang
VN.08.030	Huyện Vị Xuyên
VN.08.031	Huyện Bắc Mê
VN.08.028	Huyện Yên Minh
VN.08.029	Huyện Quản Bạ
VN.08.026	Huyện Đồng Văn
VN.08.027	Huyện Mèo Vạc
VN.08.032	Huyện Hoàng Su Phì
VN.08.034	Huyện Bắc Quang
VN.01.268	Quận Hà Đông
VN.01.269	Thị Xã Sơn Tây
VN.01.278	Huyện Thanh Oai
VN.01.277	Huyện Chương Mỹ
VN.01.274	Huyện Hoài Đức
VN.01.275	Huyện Quốc Oai
VN.01.276	Huyện Thạch Thất
VN.01.273	Huyện Đan Phượng
VN.01.272	Huyện Phúc Thọ
VN.01.271	Huyện Ba Vì
VN.01.279	Huyện Thường Tín
VN.01.280	Huyện Phú Xuyên
VN.01.281	Huyện Ứng Hòa
VN.01.282	Huyện Mỹ Đức
VN.40.412	Thành Phố Vinh
VN.40.431	Huyện Hưng Nguyên
VN.40.430	Huyện Nam Đàn
VN.40.429	Huyện Nghi Lộc
VN.40.413	Thị Xã Cửa Lò
VN.40.425	Huyện Diễn Châu
VN.40.426	Huyện Yên Thành
VN.40.427	Huyện Đô Lương
VN.40.428	Huyện Thanh Chương
VN.40.424	Huyện Anh Sơn
VN.40.422	Huyện Con Cuông
VN.40.423	Huyện Tân Kỳ
VN.40.421	Huyện Quỳnh Lưu
VN.40.420	Huyện Quỳ Hợp
VN.40.416	Huyện Quỳ Châu
VN.40.415	Huyện Quế Phong
VN.40.418	Huyện Tương Dương
VN.40.417	Huyện Kỳ Sơn
VN.33.336	Thành Phố Thái Bình
VN.33.344	Huyện Vũ Thư
VN.33.340	Huyện Ðông Hưng
VN.33.343	Huyện Kiến Xương
VN.33.342	Huyện Tiền Hải
VN.33.341	Huyện Thái Thụy
VN.33.338	Huyện Quỳnh Phụ
VN.33.339	Huyện Hưng Hà
VN.14.116	Thành Phố Sơn La
VN.14.120	Huyện Mường La
VN.14.118	Huyện Quỳnh Nhai
VN.14.119	Huyện Thuận Châu
VN.14.126	Huyện Sông Mã
VN.14.125	Huyện Mai Sơn
VN.14.121	Huyện Bắc Yên
VN.14.124	Huyện Yên Châu
VN.14.122	Huyện Phù Yên
VN.14.123	Huyện Mộc Châu
VN.31.307	Quận Kiến An
VN.31.308	Quận Đồ Sơn
VN.31.312	Huyện An Dương
VN.31.311	Huyện Thủy Nguyên
VN.31.313	Huyện An Lão
VN.31.314	Huyện Kiến Thụy
VN.31.315	Huyện Tiên Lãng
VN.31.317	Huyện Cát Hải
VN.11.094	Thành Phố Điện Biên Phủ
VN.11.101	Huyện Điện Biên Đông
VN.11.099	Huyện Tuần Giáo
VN.11.098	Huyện Tủa Chùa
VN.11.095	Thị Xã Mưòng Lay
VN.12.108	Huyện Sìn Hồ
VN.12.109	Huyện Phong Thổ
VN.12.107	Huyện Mưòng Tè
VN.22.193	Hạ Long District
VN.22.195	Cẩm Phả District
VN.22.196	Thành Phố Uông Bí
VN.22.205	Huyện Đông Triều
VN.22.206	Thị Xã Quảng Yên
VN.22.204	Huyện Hoành Bồ
VN.22.202	Huyện Ba Chẽ
VN.22.199	Huyện Tiên Yên
VN.22.198	Huyện Bình Liêu
VN.22.201	Huyện Hải Hà
VN.22.194	Thành Phố Móng Cái
VN.22.203	Huyện Vân Đồn
VN.22.207	Huyện Cô Tô
VN.01.001	Quận Ba Đình
VN.01.005	Quận Cầu Giấy
VN.01.017	Huyện Đông Anh
VN.01.006	Quận Đống Đa
VN.01.018	Huyện Gia Lâm
VN.01.007	Quận Hai Bà Trưng
VN.01.002	Quận Hoàn Kiếm
VN.01.016	Huyện Sóc Sơn
VN.01.003	Quận Tây Hồ
VN.01.020	Huyện Thanh Trì
VN.01.009	Quận Thanh Xuân
VN.68.672	Thành Phố Đà Lạt
VN.68.673	Thành Phố Bảo Lộc
VN.68.680	Huyện Bảo Lâm
VN.68.681	Huyện Đạ Huoai
VN.68.682	Huyện Đạ Tẻh
VN.68.683	Huyện Cát Tiên
VN.68.679	Huyện Di Linh
VN.68.678	Huyện Đức Trọng
VN.68.677	Huyện Đơn Dương
VN.68.676	Huyện Lâm Hà
VN.68.675	Huyện Lạc Dương
VN.37.369	Thành Phố Ninh Bình
VN.37.376	Huyện Kim Sơn
VN.37.377	Huyện Yên Mô
VN.37.375	Huyện Yên Khánh
VN.37.370	Thị Xã Tam Điệp
VN.37.374	Huyện Hoa Lư
VN.37.373	Huyện Gia Viễn
VN.37.372	Huyện Nho Quan
VN.38.380	Thành Phố Thanh Hóa
VN.38.407	Huyện Tĩnh Gia
VN.38.404	Huyện Nông Cống
VN.38.403	Huyện Như Thanh
VN.38.402	Huyện Như Xuân
VN.38.406	Huyện Quảng Xương
VN.38.382	Thành Phố Sầm Sơn
VN.38.399	Huyện Hoằng Hóa
VN.38.405	Huyện Đông Sơn
VN.38.398	Huyện Thiệu Hóa
